5
1000 2997
U 142 230
Q 80 204
Q 185 844
U 190 231
Q 109 60
Q 21 541
U 34 232
Q 177 27
Q 226 567
U 195 233
Q 149 65
Q 146 684
U 168 234
Q 50 96
Q 57 455
U 157 235
Q 184 135
Q 83 324
U 49 236
Q 87 32
Q 29 556
U 131 237
Q 106 21
Q 50 276
U 12 238
Q 174 182
Q 17 509
U 152 239
Q 139 199
Q 19 579
U 194 240
Q 191 165
Q 144 703
U 172 241
Q 118 181
Q 90 417
U 142 242
Q 112 103
Q 69 422
U 242 243
Q 152 236
Q 240 457
U 134 244
Q 29 41
Q 232 845
U 189 245
Q 123 127
Q 233 588
U 3 246
Q 72 171
Q 98 253
U 69 247
Q 94 230
Q 57 612
U 159 248
Q 170 105
Q 121 346
U 221 249
Q 189 0
Q 245 611
U 161 250
Q 186 49
Q 140 476
U 169 251
Q 188 210
Q 224 883
U 118 252
Q 94 159
Q 234 509
U 199 253
Q 190 252
Q 57 919
U 14 254
Q 161 103
Q 187 277
U 172 255
Q 239 136
Q 195 630
U 133 256
Q 194 119
Q 8 339
U 1 257
Q 69 59
Q 231 939
U 28 258
Q 151 219
Q 52 769
U 121 259
Q 215 148
Q 0 601
U 49 260
Q 83 220
Q 99 702
U 89 261
Q 231 100
Q 131 422
U 74 262
Q 163 166
Q 104 600
U 166 263
Q 72 189
Q 107 450
U 111 264
Q 73 46
Q 235 586
U 106 265
Q 88 132
Q 157 881
U 95 266
Q 266 35
Q 90 467
U 171 267
Q 174 247
Q 125 699
U 239 268
Q 231 208
Q 49 882
U 19 269
Q 14 52
Q 120 723
U 108 270
Q 59 149
Q 143 717
U 227 271
Q 7 23
Q 190 834
U 30 272
Q 41 181
Q 132 356
U 251 273
Q 181 161
Q 79 734
U 161 274
Q 61 72
Q 235 534
U 130 275
Q 181 98
Q 256 761
U 275 276
Q 228 16
Q 176 418
U 129 277
Q 71 272
Q 57 295
U 236 278
Q 251 217
Q 161 403
U 169 279
Q 195 189
Q 43 374
U 62 280
Q 266 56
Q 126 615
U 187 281
Q 195 71
Q 153 701
U 136 282
Q 66 161
Q 131 666
U 174 283
Q 20 14
Q 68 917
U 259 284
Q 78 135
Q 134 822
U 8 285
Q 140 94
Q 94 296
U 64 286
Q 190 89
Q 43 362
U 51 287
Q 163 185
Q 121 306
U 82 288
Q 109 235
Q 60 738
U 67 289
Q 78 103
Q 139 958
U 130 290
Q 53 260
Q 156 436
U 222 291
Q 140 175
Q 214 617
U 95 292
Q 193 119
Q 29 823
U 49 293
Q 202 83
Q 86 641
U 169 294
Q 13 289
Q 180 374
U 103 295
Q 165 252
Q 110 546
U 16 296
Q 272 69
Q 66 491
U 135 297
Q 249 66
Q 257 733
U 133 298
Q 271 200
Q 19 735
U 74 299
Q 220 188
Q 54 701
U 261 300
Q 258 163
Q 37 785
U 206 301
Q 39 36
Q 93 447
U 130 302
Q 82 51
Q 98 320
U 55 303
Q 160 295
Q 186 449
U 226 304
Q 158 31
Q 163 650
U 194 305
Q 249 17
Q 179 425
U 238 306
Q 179 85
Q 43 852
U 37 307
Q 249 71
Q 176 816
U 34 308
Q 19 169
Q 56 856
U 253 309
Q 265 228
Q 285 785
U 42 310
Q 85 288
Q 183 479
U 215 311
Q 286 239
Q 248 809
U 56 312
Q 305 235
Q 38 378
U 260 313
Q 302 123
Q 216 861
U 299 314
Q 72 257
Q 168 456
U 55 315
Q 104 172
Q 152 657
U 159 316
Q 178 265
Q 274 524
U 123 317
Q 264 143
Q 249 776
U 186 318
Q 298 124
Q 277 514
U 284 319
Q 5 302
Q 278 933
U 29 320
Q 259 320
Q 235 779
U 33 321
Q 173 153
Q 108 814
U 172 322
Q 238 311
Q 309 845
U 40 323
Q 87 174
Q 160 327
U 60 324
Q 157 207
Q 167 754
U 201 325
Q 320 142
Q 281 482
U 31 326
Q 230 201
Q 8 380
U 126 327
Q 242 13
Q 3 448
U 155 328
Q 282 192
Q 230 530
U 32 329
Q 317 104
Q 200 369
U 229 330
Q 292 88
Q 36 407
U 25 331
Q 40 96
Q 228 477
U 261 332
Q 11 317
Q 87 723
U 232 333
Q 184 66
Q 43 385
U 235 334
Q 104 205
Q 24 719
U 91 335
Q 321 239
Q 215 769
U 294 336
Q 241 329
Q 50 348
U 193 337
Q 40 120
Q 178 605
U 119 338
Q 257 118
Q 264 437
U 126 339
Q 148 180
Q 73 689
U 250 340
Q 9 162
Q 329 544
U 212 341
Q 82 60
Q 271 836
U 211 342
Q 336 328
Q 172 399
U 240 343
Q 280 136
Q 190 808
U 33 344
Q 27 260
Q 236 536
U 224 345
Q 278 96
Q 285 675
U 21 346
Q 236 276
Q 199 526
U 217 347
Q 88 199
Q 118 962
U 51 348
Q 261 137
Q 104 426
U 204 349
Q 12 92
Q 156 436
U 312 350
Q 139 270
Q 79 664
U 347 351
Q 114 312
Q 254 433
U 190 352
Q 80 298
Q 120 795
U 33 353
Q 120 232
Q 124 454
U 92 354
Q 347 27
Q 262 637
U 176 355
Q 272 253
Q 54 794
U 243 356
Q 70 330
Q 257 744
U 193 357
Q 89 297
Q 263 453
U 254 358
Q 109 246
Q 199 534
U 81 359
Q 243 168
Q 256 867
U 29 360
Q 50 223
Q 319 614
U 64 361
Q 357 50
Q 73 517
U 106 362
Q 317 352
Q 325 865
U 19 363
Q 221 225
Q 317 744
U 11 364
Q 42 130
Q 1 389
U 28 365
Q 13 334
Q 352 957
U 213 366
Q 207 34
Q 225 695
U 27 367
Q 314 135
Q 225 911
U 92 368
Q 283 287
Q 33 449
U 110 369
Q 63 194
Q 135 436
U 23 370
Q 51 122
Q 352 631
U 104 371
Q 344 167
Q 215 705
U 81 372
Q 52 319
Q 310 513
U 66 373
Q 180 373
Q 264 787
U 291 374
Q 35 244
Q 138 560
U 91 375
Q 309 226
Q 185 596
U 240 376
Q 278 74
Q 84 630
U 173 377
Q 125 373
Q 38 956
U 282 378
Q 141 116
Q 128 886
U 187 379
Q 331 70
Q 355 766
U 341 380
Q 303 243
Q 147 771
U 204 381
Q 177 12
Q 181 602
U 199 382
Q 71 8
Q 332 394
U 245 383
Q 347 368
Q 148 611
U 272 384
Q 187 173
Q 309 753
U 318 385
Q 133 252
Q 379 861
U 246 386
Q 315 22
Q 53 913
U 173 387
Q 66 293
Q 205 934
U 179 388
Q 338 173
Q 68 390
U 271 389
Q 3 275
Q 8 421
U 215 390
Q 270 62
Q 157 444
U 295 391
Q 223 124
Q 3 626
U 87 392
Q 87 52
Q 165 590
U 63 393
Q 329 335
Q 79 409
U 29 394
Q 161 369
Q 31 459
U 106 395
Q 211 169
Q 61 784
U 318 396
Q 392 28
Q 264 930
U 241 397
Q 381 7
Q 325 458
U 27 398
Q 80 122
Q 38 966
U 34 399
Q 150 372
Q 301 697
U 25 400
Q 187 233
Q 251 495
U 364 401
Q 261 15
Q 79 872
U 115 402
Q 365 163
Q 322 522
U 320 403
Q 391 124
Q 399 445
U 247 404
Q 150 395
Q 177 561
U 357 405
Q 287 136
Q 405 765
U 217 406
Q 68 28
Q 398 944
U 97 407
Q 235 202
Q 222 488
U 7 408
Q 392 298
Q 197 464
U 262 409
Q 35 98
Q 264 956
U 93 410
Q 358 36
Q 361 781
U 130 411
Q 409 294
Q 172 736
U 187 412
Q 329 379
Q 157 973
U 322 413
Q 47 167
Q 27 523
U 84 414
Q 76 336
Q 285 704
U 63 415
Q 376 45
Q 138 587
U 34 416
Q 54 405
Q 178 571
U 215 417
Q 328 302
Q 83 898
U 398 418
Q 313 415
Q 103 742
U 38 419
Q 14 418
Q 192 797
U 115 420
Q 243 329
Q 184 741
U 281 421
Q 247 5
Q 356 843
U 200 422
Q 180 378
Q 150 508
U 121 423
Q 323 46
Q 397 600
U 30 424
Q 379 314
Q 350 893
U 404 425
Q 341 255
Q 417 743
U 212 426
Q 160 415
Q 268 834
U 405 427
Q 384 202
Q 384 725
U 361 428
Q 391 145
Q 221 997
U 338 429
Q 398 296
Q 231 885
U 407 430
Q 138 303
Q 420 992
U 99 431
Q 156 145
Q 242 497
U 226 432
Q 305 369
Q 151 675
U 180 433
Q 76 1
Q 216 505
U 270 434
Q 148 325
Q 232 834
U 34 435
Q 112 24
Q 191 619
U 292 436
Q 385 117
Q 424 723
U 289 437
Q 202 230
Q 168 653
U 345 438
Q 31 293
Q 126 741
U 287 439
Q 200 429
Q 363 876
U 94 440
Q 115 322
Q 194 665
U 421 441
Q 110 259
Q 307 811
U 235 442
Q 31 268
Q 9 728
U 356 443
Q 113 117
Q 137 503
U 394 444
Q 147 388
Q 344 701
U 94 445
Q 277 434
Q 5 630
U 192 446
Q 336 44
Q 198 781
U 66 447
Q 90 442
Q 298 899
U 124 448
Q 268 374
Q 287 782
U 358 449
Q 274 294
Q 369 813
U 399 450
Q 420 200
Q 447 828
U 67 451
Q 372 425
Q 298 850
U 178 452
Q 406 328
Q 85 472
U 76 453
Q 215 9
Q 328 875
U 33 454
Q 239 193
Q 324 550
U 81 455
Q 252 262
Q 185 521
U 72 456
Q 264 102
Q 62 509
U 14 457
Q 10 155
Q 375 996
U 335 458
Q 194 306
Q 96 593
U 353 459
Q 409 324
Q 193 722
U 192 460
Q 143 270
Q 299 940
U 139 461
Q 153 12
Q 51 768
U 186 462
Q 240 185
Q 361 481
U 458 463
Q 337 99
Q 441 569
U 95 464
Q 319 68
Q 254 595
U 24 465
Q 1 248
Q 402 523
U 280 466
Q 391 366
Q 330 850
U 175 467
Q 425 299
Q 172 648
U 119 468
Q 147 43
Q 452 640
U 109 469
Q 248 325
Q 103 554
U 194 470
Q 138 178
Q 232 833
U 303 471
Q 317 447
Q 387 807
U 22 472
Q 329 388
Q 196 887
U 166 473
Q 31 231
Q 40 764
U 153 474
Q 53 104
Q 454 750
U 411 475
Q 98 127
Q 214 589
U 217 476
Q 454 353
Q 46 591
U 218 477
Q 135 8
Q 381 735
U 80 478
Q 420 235
Q 350 806
U 315 479
Q 185 256
Q 67 834
U 238 480
Q 120 163
Q 150 671
U 41 481
Q 97 10
Q 361 943
U 283 482
Q 216 351
Q 452 856
U 441 483
Q 107 304
Q 366 734
U 377 484
Q 321 292
Q 40 822
U 358 485
Q 106 273
Q 239 987
U 173 486
Q 345 117
Q 150 858
U 139 487
Q 442 94
Q 281 873
U 86 488
Q 348 193
Q 20 962
U 465 489
Q 217 230
Q 464 963
U 106 490
Q 316 326
Q 156 665
U 142 491
Q 327 337
Q 79 923
U 268 492
Q 10 78
Q 118 502
U 449 493
Q 105 430
Q 288 696
U 173 494
Q 94 260
Q 231 906
U 126 495
Q 26 146
Q 71 910
U 359 496
Q 431 109
Q 272 737
U 76 497
Q 194 126
Q 462 529
U 7 498
Q 437 259
Q 417 875
U 276 499
Q 46 318
Q 210 782
U 308 500
Q 157 360
Q 119 833
U 359 501
Q 368 461
Q 325 789
U 115 502
Q 371 155
Q 335 750
U 301 503
Q 372 216
Q 144 546
U 446 504
Q 304 351
Q 495 796
U 359 505
Q 14 77
Q 116 944
U 113 506
Q 42 389
Q 459 635
U 317 507
Q 8 506
Q 237 525
U 502 508
Q 264 103
Q 95 811
U 413 509
Q 313 329
Q 281 781
U 303 510
Q 276 100
Q 349 522
U 183 511
Q 190 447
Q 68 542
U 19 512
Q 311 508
Q 52 867
U 341 513
Q 481 488
Q 99 698
U 496 514
Q 214 471
Q 20 999
U 264 515
Q 17 8
Q 513 878
U 454 516
Q 505 455
Q 253 997
U 497 517
Q 248 339
Q 387 836
U 140 518
Q 114 243
Q 342 767
U 52 519
Q 337 309
Q 171 865
U 32 520
Q 359 7
Q 498 664
U 197 521
Q 155 451
Q 354 626
U 315 522
Q 474 49
Q 140 900
U 297 523
Q 260 192
Q 89 669
U 327 524
Q 420 326
Q 20 581
U 94 525
Q 456 237
Q 431 634
U 278 526
Q 79 251
Q 330 646
U 121 527
Q 482 526
Q 254 672
U 234 528
Q 491 271
Q 253 706
U 527 529
Q 375 379
Q 131 673
U 482 530
Q 407 67
Q 371 735
U 513 531
Q 341 108
Q 320 864
U 16 532
Q 500 135
Q 12 596
U 11 533
Q 187 344
Q 123 774
U 20 534
Q 381 397
Q 392 539
U 316 535
Q 78 391
Q 222 549
U 82 536
Q 360 450
Q 256 993
U 21 537
Q 481 507
Q 226 775
U 67 538
Q 260 202
Q 52 751
U 390 539
Q 46 516
Q 383 677
U 372 540
Q 307 17
Q 10 932
U 258 541
Q 21 364
Q 496 857
U 318 542
Q 523 175
Q 112 920
U 433 543
Q 416 69
Q 498 736
U 288 544
Q 424 408
Q 269 925
U 9 545
Q 41 238
Q 293 678
U 514 546
Q 368 460
Q 285 858
U 399 547
Q 192 406
Q 10 852
U 518 548
Q 188 244
Q 547 721
U 267 549
Q 311 264
Q 118 892
U 323 550
Q 192 410
Q 444 751
U 446 551
Q 37 312
Q 421 630
U 374 552
Q 211 103
Q 438 617
U 510 553
Q 193 405
Q 47 642
U 293 554
Q 244 219
Q 22 605
U 409 555
Q 509 159
Q 139 783
U 477 556
Q 426 162
Q 552 578
U 71 557
Q 424 528
Q 411 885
U 376 558
Q 522 477
Q 532 698
U 356 559
Q 166 416
Q 389 806
U 552 560
Q 196 378
Q 484 999
U 216 561
Q 300 366
Q 47 605
U 543 562
Q 371 374
Q 527 723
U 108 563
Q 525 162
Q 421 849
U 109 564
Q 100 322
Q 24 869
U 330 565
Q 73 295
Q 116 741
U 279 566
Q 407 282
Q 468 708
U 378 567
Q 316 297
Q 369 955
U 317 568
Q 342 127
Q 488 687
U 345 569
Q 498 362
Q 139 989
U 547 570
Q 28 533
Q 403 655
U 293 571
Q 409 381
Q 83 919
U 460 572
Q 81 509
Q 85 929
U 460 573
Q 383 567
Q 64 690
U 208 574
Q 247 539
Q 449 910
U 128 575
Q 527 60
Q 111 960
U 29 576
Q 302 108
Q 243 890
U 497 577
Q 566 284
Q 377 683
U 535 578
Q 336 41
Q 511 767
U 454 579
Q 380 464
Q 308 840
U 196 580
Q 67 475
Q 340 831
U 87 581
Q 132 62
Q 575 723
U 463 582
Q 342 346
Q 250 810
U 128 583
Q 488 104
Q 171 972
U 81 584
Q 304 428
Q 575 974
U 191 585
Q 240 291
Q 93 822
U 462 586
Q 199 284
Q 316 695
U 360 587
Q 20 83
Q 408 895
U 50 588
Q 207 248
Q 132 699
U 168 589
Q 433 284
Q 502 672
U 452 590
Q 62 331
Q 110 815
U 462 591
Q 402 329
Q 248 916
U 580 592
Q 297 250
Q 546 722
U 189 593
Q 326 392
Q 48 953
U 248 594
Q 248 128
Q 216 860
U 70 595
Q 116 74
Q 556 838
U 245 596
Q 518 563
Q 149 601
U 218 597
Q 320 512
Q 84 830
U 114 598
Q 591 262
Q 431 773
U 137 599
Q 301 29
Q 119 929
U 118 600
Q 570 138
Q 544 614
U 177 601
Q 300 397
Q 66 764
U 469 602
Q 183 157
Q 286 840
U 55 603
Q 415 494
Q 8 709
U 444 604
Q 490 390
Q 520 985
U 532 605
Q 63 29
Q 68 684
U 454 606
Q 580 346
Q 337 801
U 267 607
Q 169 449
Q 65 845
U 526 608
Q 325 145
Q 126 876
U 95 609
Q 522 86
Q 48 688
U 239 610
Q 365 585
Q 204 730
U 307 611
Q 475 155
Q 233 764
U 42 612
Q 181 23
Q 399 749
U 203 613
Q 358 17
Q 447 921
U 189 614
Q 262 566
Q 599 934
U 489 615
Q 444 530
Q 225 893
U 372 616
Q 295 441
Q 270 996
U 524 617
Q 543 607
Q 513 787
U 295 618
Q 421 242
Q 509 890
U 285 619
Q 211 601
Q 420 808
U 418 620
Q 567 232
Q 7 956
U 297 621
Q 149 366
Q 479 764
U 55 622
Q 239 96
Q 22 830
U 474 623
Q 75 274
Q 130 988
U 575 624
Q 377 224
Q 289 643
U 541 625
Q 404 353
Q 146 715
U 371 626
Q 382 346
Q 423 759
U 575 627
Q 58 314
Q 64 895
U 131 628
Q 458 252
Q 304 942
U 172 629
Q 364 545
Q 203 754
U 167 630
Q 273 55
Q 584 677
U 461 631
Q 408 46
Q 110 782
U 295 632
Q 375 134
Q 502 913
U 60 633
Q 469 474
Q 374 997
U 587 634
Q 512 580
Q 359 929
U 265 635
Q 257 119
Q 111 858
U 311 636
Q 115 295
Q 420 870
U 634 637
Q 193 515
Q 437 807
U 449 638
Q 619 633
Q 520 921
U 469 639
Q 154 489
Q 164 751
U 427 640
Q 281 146
Q 218 821
U 79 641
Q 438 412
Q 296 699
U 452 642
Q 180 555
Q 221 999
U 1 643
Q 56 265
Q 248 813
U 381 644
Q 260 564
Q 250 796
U 176 645
Q 619 314
Q 543 727
U 277 646
Q 254 161
Q 191 682
U 589 647
Q 233 602
Q 433 828
U 129 648
Q 381 288
Q 522 961
U 384 649
Q 55 132
Q 39 859
U 339 650
Q 206 479
Q 368 763
U 526 651
Q 145 597
Q 381 953
U 581 652
Q 637 501
Q 63 882
U 510 653
Q 386 368
Q 171 853
U 170 654
Q 373 436
Q 138 909
U 463 655
Q 27 574
Q 391 878
U 327 656
Q 358 370
Q 201 934
U 84 657
Q 332 161
Q 219 863
U 180 658
Q 115 58
Q 292 824
U 502 659
Q 543 271
Q 622 915
U 526 660
Q 471 219
Q 344 842
U 107 661
Q 148 322
Q 241 671
U 600 662
Q 401 47
Q 248 667
U 513 663
Q 630 85
Q 393 984
U 32 664
Q 599 76
Q 300 925
U 303 665
Q 634 565
Q 232 670
U 138 666
Q 570 359
Q 153 798
U 650 667
Q 581 54
Q 548 936
U 130 668
Q 529 216
Q 183 853
U 446 669
Q 340 219
Q 301 999
U 579 670
Q 151 287
Q 615 707
U 190 671
Q 23 150
Q 555 893
U 6 672
Q 38 431
Q 355 759
U 653 673
Q 567 509
Q 554 711
U 280 674
Q 661 517
Q 162 970
U 522 675
Q 158 156
Q 122 822
U 391 676
Q 252 264
Q 123 942
U 640 677
Q 674 151
Q 314 985
U 362 678
Q 312 623
Q 74 780
U 150 679
Q 269 447
Q 40 935
U 229 680
Q 492 500
Q 142 786
U 67 681
Q 572 73
Q 199 888
U 289 682
Q 168 664
Q 364 696
U 253 683
Q 679 420
Q 349 967
U 671 684
Q 450 232
Q 327 854
U 507 685
Q 551 612
Q 589 936
U 659 686
Q 512 503
Q 220 688
U 64 687
Q 311 303
Q 629 980
U 149 688
Q 225 501
Q 103 839
U 330 689
Q 612 123
Q 590 936
U 579 690
Q 173 291
Q 56 989
U 503 691
Q 630 19
Q 140 897
U 193 692
Q 48 228
Q 498 740
U 100 693
Q 223 302
Q 163 790
U 312 694
Q 376 495
Q 327 910
U 685 695
Q 221 423
Q 318 725
U 463 696
Q 573 270
Q 430 910
U 632 697
Q 317 430
Q 504 759
U 607 698
Q 156 640
Q 509 957
U 384 699
Q 126 171
Q 303 833
U 377 700
Q 462 221
Q 444 951
U 439 701
Q 201 419
Q 401 992
U 278 702
Q 698 220
Q 155 835
U 314 703
Q 425 389
Q 109 987
U 651 704
Q 97 3
Q 425 800
U 76 705
Q 350 284
Q 393 887
U 495 706
Q 678 489
Q 666 851
U 582 707
Q 627 411
Q 415 904
U 199 708
Q 641 221
Q 352 840
U 135 709
Q 332 708
Q 688 883
U 547 710
Q 251 197
Q 373 887
U 704 711
Q 157 567
Q 711 744
U 281 712
Q 63 627
Q 509 813
U 286 713
Q 671 36
Q 578 764
U 258 714
Q 402 622
Q 203 986
U 504 715
Q 599 587
Q 250 857
U 581 716
Q 72 141
Q 8 926
U 382 717
Q 629 599
Q 256 762
U 180 718
Q 388 430
Q 556 975
U 504 719
Q 170 537
Q 301 864
U 559 720
Q 595 711
Q 600 852
U 648 721
Q 660 571
Q 92 836
U 452 722
Q 387 418
Q 245 882
U 712 723
Q 75 472
Q 136 897
U 8 724
Q 651 337
Q 275 811
U 658 725
Q 338 220
Q 617 873
U 331 726
Q 211 66
Q 636 967
U 187 727
Q 291 470
Q 373 952
U 541 728
Q 720 328
Q 9 838
U 545 729
Q 456 472
Q 442 881
U 34 730
Q 390 91
Q 209 775
U 449 731
Q 611 450
Q 252 835
U 561 732
Q 557 530
Q 145 955
U 529 733
Q 316 509
Q 29 841
U 115 734
Q 165 38
Q 293 974
U 495 735
Q 568 178
Q 311 760
U 9 736
Q 215 169
Q 230 922
U 499 737
Q 600 297
Q 11 836
U 482 738
Q 159 108
Q 282 909
U 648 739
Q 465 599
Q 29 960
U 1 740
Q 612 309
Q 113 872
U 438 741
Q 410 1
Q 715 973
U 606 742
Q 214 28
Q 23 954
U 30 743
Q 708 703
Q 0 943
U 29 744
Q 583 327
Q 700 903
U 515 745
Q 18 632
Q 340 862
U 634 746
Q 301 533
Q 282 926
U 583 747
Q 279 563
Q 727 845
U 429 748
Q 406 181
Q 84 841
U 473 749
Q 102 302
Q 691 868
U 451 750
Q 351 328
Q 500 910
U 494 751
Q 96 367
Q 499 954
U 655 752
Q 90 283
Q 132 819
U 251 753
Q 227 357
Q 454 880
U 206 754
Q 279 390
Q 728 945
U 128 755
Q 368 602
Q 549 827
U 516 756
Q 262 137
Q 530 994
U 591 757
Q 214 140
Q 321 952
U 115 758
Q 467 243
Q 588 884
U 719 759
Q 397 479
Q 322 963
U 219 760
Q 173 78
Q 384 993
U 626 761
Q 441 153
Q 633 964
U 713 762
Q 575 581
Q 712 934
U 110 763
Q 417 567
Q 146 889
U 175 764
Q 115 753
Q 634 868
U 252 765
Q 163 113
Q 222 807
U 272 766
Q 45 524
Q 532 868
U 441 767
Q 158 360
Q 292 955
U 646 768
Q 418 593
Q 395 800
U 453 769
Q 198 162
Q 304 811
U 233 770
Q 183 547
Q 28 815
U 427 771
Q 242 701
Q 43 962
U 165 772
Q 39 643
Q 730 936
U 72 773
Q 227 238
Q 578 842
U 235 774
Q 89 399
Q 673 915
U 560 775
Q 724 389
Q 330 826
U 508 776
Q 44 221
Q 322 921
U 407 777
Q 729 437
Q 293 975
U 534 778
Q 322 444
Q 637 977
U 227 779
Q 335 18
Q 670 909
U 40 780
Q 731 777
Q 359 911
U 284 781
Q 304 224
Q 682 784
U 324 782
Q 350 14
Q 579 803
U 576 783
Q 32 363
Q 720 826
U 530 784
Q 41 773
Q 41 989
U 432 785
Q 669 137
Q 86 895
U 569 786
Q 114 565
Q 338 999
U 249 787
Q 148 414
Q 344 788
U 38 788
Q 554 684
Q 446 872
U 382 789
Q 704 616
Q 201 996
U 398 790
Q 419 179
Q 692 946
U 715 791
Q 202 607
Q 495 878
U 26 792
Q 534 252
Q 332 946
U 85 793
Q 237 709
Q 229 926
U 480 794
Q 402 673
Q 707 892
U 187 795
Q 443 437
Q 498 860
U 473 796
Q 85 507
Q 303 908
U 765 797
Q 623 429
Q 695 875
U 153 798
Q 36 384
Q 786 918
U 716 799
Q 56 412
Q 564 942
U 170 800
Q 695 319
Q 226 860
U 505 801
Q 796 381
Q 343 966
U 753 802
Q 33 40
Q 404 864
U 523 803
Q 462 483
Q 399 956
U 222 804
Q 309 706
Q 199 835
U 511 805
Q 609 472
Q 293 961
U 302 806
Q 714 806
Q 627 967
U 41 807
Q 707 49
Q 629 852
U 334 808
Q 176 57
Q 282 842
U 686 809
Q 387 35
Q 86 824
U 567 810
Q 754 748
Q 716 974
U 421 811
Q 484 570
Q 707 819
U 659 812
Q 728 27
Q 3 958
U 153 813
Q 349 229
Q 692 960
U 149 814
Q 671 481
Q 733 837
U 601 815
Q 487 636
Q 400 830
U 306 816
Q 515 193
Q 401 977
U 748 817
Q 364 476
Q 172 849
U 401 818
Q 558 271
Q 281 992
U 799 819
Q 744 416
Q 561 978
U 375 820
Q 234 44
Q 94 825
U 670 821
Q 638 61
Q 587 956
U 603 822
Q 272 631
Q 233 952
U 329 823
Q 632 276
Q 651 894
U 221 824
Q 102 758
Q 116 877
U 602 825
Q 99 578
Q 1 982
U 60 826
Q 811 221
Q 305 966
U 185 827
Q 266 596
Q 368 875
U 54 828
Q 124 215
Q 759 863
U 626 829
Q 469 479
Q 762 963
U 323 830
Q 380 517
Q 562 864
U 463 831
Q 477 811
Q 228 848
U 310 832
Q 533 159
Q 553 910
U 32 833
Q 498 674
Q 551 854
U 19 834
Q 651 269
Q 679 893
U 171 835
Q 252 83
Q 131 880
U 238 836
Q 793 62
Q 300 888
U 302 837
Q 154 54
Q 650 956
U 686 838
Q 229 613
Q 769 938
U 450 839
Q 827 438
Q 791 911
U 751 840
Q 96 250
Q 498 874
U 682 841
Q 251 785
Q 604 868
U 406 842
Q 275 413
Q 681 845
U 81 843
Q 763 776
Q 108 944
U 366 844
Q 841 340
Q 350 912
U 503 845
Q 36 117
Q 483 951
U 720 846
Q 405 798
Q 811 986
U 656 847
Q 518 781
Q 354 995
U 588 848
Q 759 547
Q 471 855
U 447 849
Q 663 180
Q 581 907
U 86 850
Q 46 549
Q 735 862
U 800 851
Q 287 190
Q 632 914
U 693 852
Q 152 119
Q 507 999
U 766 853
Q 296 833
Q 730 902
U 220 854
Q 326 405
Q 32 877
U 188 855
Q 241 816
Q 514 865
U 131 856
Q 429 307
Q 435 921
U 323 857
Q 59 363
Q 392 946
U 786 858
Q 813 236
Q 808 922
U 783 859
Q 815 333
Q 152 996
U 15 860
Q 181 720
Q 269 944
U 811 861
Q 746 116
Q 760 953
U 741 862
Q 1 291
Q 539 999
U 524 863
Q 260 130
Q 659 903
U 366 864
Q 0 205
Q 765 882
U 214 865
Q 818 707
Q 279 981
U 139 866
Q 375 558
Q 127 960
U 461 867
Q 666 823
Q 290 944
U 856 868
Q 620 665
Q 235 918
U 227 869
Q 798 457
Q 377 996
U 564 870
Q 395 364
Q 800 992
U 124 871
Q 485 870
Q 573 922
U 81 872
Q 827 587
Q 80 986
U 250 873
Q 751 476
Q 557 917
U 89 874
Q 450 291
Q 470 981
U 44 875
Q 254 603
Q 82 973
U 529 876
Q 695 152
Q 755 905
U 714 877
Q 318 602
Q 695 963
U 354 878
Q 728 614
Q 617 881
U 679 879
Q 601 650
Q 40 893
U 563 880
Q 666 268
Q 229 974
U 192 881
Q 358 87
Q 126 989
U 7 882
Q 117 171
Q 498 997
U 632 883
Q 354 496
Q 588 919
U 521 884
Q 113 70
Q 472 987
U 505 885
Q 376 422
Q 737 977
U 333 886
Q 541 870
Q 439 931
U 730 887
Q 885 525
Q 653 954
U 10 888
Q 283 476
Q 726 928
U 104 889
Q 756 679
Q 269 997
U 756 890
Q 782 731
Q 180 913
U 748 891
Q 757 887
Q 762 984
U 24 892
Q 423 196
Q 515 945
U 764 893
Q 784 845
Q 523 941
U 529 894
Q 116 390
Q 90 925
U 521 895
Q 16 405
Q 802 927
U 342 896
Q 196 516
Q 481 912
U 859 897
Q 367 678
Q 222 929
U 652 898
Q 167 812
Q 25 988
U 873 899
Q 796 166
Q 63 979
U 562 900
Q 890 367
Q 762 990
U 43 901
Q 270 523
Q 860 999
U 886 902
Q 222 440
Q 36 965
U 436 903
Q 775 798
Q 569 974
U 488 904
Q 464 358
Q 830 974
U 8 905
Q 587 227
Q 291 923
U 794 906
Q 592 139
Q 5 980
U 801 907
Q 553 619
Q 45 968
U 164 908
Q 245 518
Q 14 987
U 568 909
Q 137 92
Q 401 910
U 274 910
Q 631 235
Q 56 916
U 280 911
Q 90 121
Q 693 933
U 812 912
Q 220 878
Q 611 958
U 58 913
Q 314 719
Q 99 990
U 659 914
Q 382 906
Q 907 950
U 618 915
Q 457 220
Q 516 976
U 594 916
Q 834 855
Q 673 927
U 175 917
Q 820 807
Q 572 937
U 35 918
Q 520 105
Q 401 996
U 142 919
Q 476 607
Q 756 991
U 113 920
Q 5 350
Q 449 988
U 604 921
Q 664 691
Q 228 954
U 197 922
Q 639 387
Q 251 927
U 781 923
Q 685 565
Q 682 975
U 62 924
Q 862 438
Q 427 933
U 343 925
Q 731 107
Q 583 939
U 710 926
Q 427 441
Q 644 969
U 499 927
Q 260 20
Q 73 954
U 792 928
Q 561 635
Q 815 964
U 215 929
